"","SCR_exp1","SCR_exp2","SCR_exp3","SCR_exp4","GLS_KO_exp1","GLS_KO_exp2","GLS_KO_exp3","GLS_KO_exp4"
"ENSG00000269044",54,57,88,57,47,50,76,88
"ENSG00000237452",6,6,9,9,24,9,19,14
"ENSG00000267904",2,4,6,1,0,4,0,4
"ENSG00000072954",154,208,87,83,252,189,146,132
"ENSG00000176842",322,301,247,186,331,330,179,241
"ENSG00000188039",7,14,17,12,39,34,33,35
"ENSG00000180376",322,364,356,429,422,302,494,544
"ENSG00000163879",0,1,2,2,2,1,1,2
"ENSG00000299174",0,0,1,1,0,0,0,0
"ENSG00000127533",0,0,0,0,0,0,1,0
"ENSG00000290045",2,2,2,2,6,6,4,6
"ENSG00000102030",3194,2967,5777,3448,3658,3012,3907,4725
"ENSG00000164430",0,1,0,0,0,0,0,0
"ENSG00000149823",1153,1229,1861,1115,1364,1120,1115,1330
"ENSG00000131351",520,574,825,640,701,604,740,801
"ENSG00000137198",8,14,14,2,9,13,0,9
"ENSG00000053501",1556,1288,2421,1282,1538,1290,1361,1592
"ENSG00000231513",3,0,3,0,0,3,0,1
"ENSG00000178217",3,3,4,1,12,7,2,3
"ENSG00000099330",525,491,500,304,530,506,311,362
"ENSG00000308734",8,4,35,16,8,7,9,10
"ENSG00000160113",1645,1542,2553,1485,1935,1714,1805,2066
"ENSG00000272696",3,4,5,3,6,2,1,1
"ENSG00000181101",7,3,24,5,1,10,3,10
"ENSG00000130377",0,0,0,0,1,0,0,0
"ENSG00000240731",12,27,34,31,22,13,41,36
"ENSG00000269307",0,0,0,0,0,3,0,3
"ENSG00000160117",168,283,380,329,296,239,331,339
"ENSG00000286837",1,1,5,5,4,0,4,5
"ENSG00000127220",281,261,292,151,314,307,226,273
"ENSG00000236562",4,1,6,1,12,2,3,1
"ENSG00000305429",0,0,1,1,0,2,2,2
"ENSG00000153885",1864,2388,2592,2271,2809,2188,2550,2657
"ENSG00000141971",1850,1760,2186,1347,2055,1809,1537,1721
"ENSG00000132423",300,246,369,338,330,291,410,408
"ENSG00000254503",0,0,1,0,0,0,1,0
"ENSG00000284677",1,0,0,0,0,0,0,0
"ENSG00000277763",2,1,1,0,3,1,3,1
"ENSG00000130313",1593,1339,2204,1128,1772,1539,1321,1678
"ENSG00000269161",0,1,1,2,0,1,4,2
"ENSG00000130477",52,52,39,34,48,44,31,27
"ENSG00000130479",1154,1131,2164,1264,1447,1430,1415,1890
"ENSG00000180817",2308,2089,2587,2638,2699,2222,3132,3463
"ENSG00000260500",6,12,9,3,5,3,6,6
"ENSG00000105647",2302,3034,2142,2468,3324,2778,2528,2825
"ENSG00000254858",699,773,850,761,960,637,863,986
"ENSG00000105649",271,293,108,97,226,215,98,137
"ENSG00000105650",2,5,7,5,2,4,2,3
"ENSG00000197467",124,190,483,267,211,147,366,405
"ENSG00000125629",172,169,129,129,212,153,147,186
"ENSG00000130518",8,6,18,6,8,9,13,24
"ENSG00000299858",371,254,160,119,321,294,153,186
"ENSG00000268975",72,110,132,74,117,85,61,89
"ENSG00000218109",0,0,1,2,0,0,0,0
"ENSG00000297388",11,8,5,7,10,3,11,6
"ENSG00000241464",1,4,5,0,3,2,3,1
"ENSG00000265845",0,0,0,2,0,0,0,0
"ENSG00000274849",52,38,32,25,56,52,17,19
"ENSG00000293983",0,0,2,0,0,0,0,0
"ENSG00000130517",325,415,478,329,412,400,414,452
"ENSG00000130513",75,79,165,122,108,115,340,418
"ENSG00000273540",0,2,1,0,2,0,3,0
"ENSG00000295298",1,2,2,8,3,1,2,3
"ENSG00000105655",353,310,368,204,360,330,265,312
"ENSG00000310123",31,48,58,36,56,31,49,37
"ENSG00000268199",2,13,1,10,8,11,15,22
"ENSG00000232864",2,0,2,1,2,4,2,2
"ENSG00000105700",3032,3269,4306,3625,4145,3290,4413,4786
"ENSG00000268983",23,40,52,27,44,35,42,33
"ENSG00000187980",0,0,0,0,0,0,3,0
"ENSG00000130283",0,0,209,0,0,0,0,0
"ENSG00000223802",772,688,667,545,876,770,532,617
"ENSG00000241020",0,0,26,0,0,0,9,7
"ENSG00000268193",1,0,4,1,0,3,0,0
"ENSG00000285940",0,0,0,0,0,1,0,1
"ENSG00000269019",9,9,15,15,8,3,16,19
"ENSG00000296554",0,0,0,0,1,0,1,0
"ENSG00000213999",19,91,36,4,75,40,46,49
"ENSG00000279791",1,4,1,0,3,0,2,0
"ENSG00000219200",2460,2381,2031,1919,2863,2309,2213,2666
"ENSG00000064489",92,20,127,99,59,68,54,95
"ENSG00000292349",4,12,36,0,0,8,9,4
"ENSG00000254901",679,715,852,691,907,635,843,993
"ENSG00000276266",3,3,0,2,0,0,0,0
"ENSG00000214078",1708,1869,1992,1446,2115,1835,1668,1971
"ENSG00000184162",428,463,936,599,534,430,693,811
"ENSG00000260757",7,6,10,7,14,10,17,16
"ENSG00000130287",1,2,3,0,2,1,0,0
"ENSG00000105705",1467,1447,2396,1295,1719,1301,1481,1703
"ENSG00000260425",3,0,0,5,0,1,10,9
"ENSG00000249064",2,4,18,7,2,2,11,7
"ENSG00000286739",3,4,1,2,1,2,0,0
"ENSG00000178093",40,42,71,33,59,55,34,41
"ENSG00000287337",1,1,5,3,3,1,2,3
"ENSG00000160161",44,39,177,119,109,67,164,229
"ENSG00000158402",272,280,329,265,340,296,294,332
"ENSG00000064547",97,124,162,117,148,114,147,162
"ENSG00000105726",4291,6162,6776,5366,6972,5713,5951,6860
"ENSG00000295487",7,12,18,16,15,8,13,19
"ENSG00000270402",0,0,0,0,1,0,0,0
"ENSG00000115163",383,434,365,458,536,434,514,614
"ENSG00000249319",0,0,2,0,2,0,0,2
"ENSG00000116001",1119,1397,1100,1552,1468,1251,1585,1673
"ENSG00000266904",10,7,7,12,10,9,14,11
"ENSG00000287533",0,3,3,0,2,0,0,4
"ENSG00000280435",40,93,50,71,80,66,115,133
"ENSG00000291177",48,99,66,87,95,64,96,104
"ENSG00000272663",3,3,4,3,3,2,2,3
"ENSG00000163017",3,4,2,3,2,5,2,1
"ENSG00000296159",1,2,2,3,4,5,6,7
"ENSG00000256771",143,228,175,313,236,217,230,254
"ENSG00000273791",0,0,2,0,0,0,0,0
"ENSG00000268070",1,1,4,4,1,2,7,2
"ENSG00000262304",0,0,0,0,0,0,8,0
"ENSG00000223638",0,2,3,2,2,0,4,3
"ENSG00000258077",10,34,21,7,17,22,15,21
"ENSG00000309227",0,1,3,2,0,1,4,5
"ENSG00000126775",249,323,263,309,387,304,370,395
"ENSG00000235034",6,2,6,1,0,2,1,2
"ENSG00000228939",0,1,0,0,0,0,0,0
"ENSG00000240673",1,0,0,2,1,0,2,1
"ENSG00000298588",6,33,17,13,10,18,9,29
"ENSG00000256229",262,347,269,399,348,301,473,465
"ENSG00000180096",16,15,20,4,10,9,8,9
"ENSG00000115839",970,1225,1035,1152,1559,1277,1498,1657
"ENSG00000241163",3,0,2,7,5,2,5,8
"ENSG00000231205",0,24,0,0,0,30,0,0
"ENSG00000223549",0,0,0,0,0,0,1,0
"ENSG00000268174",1,1,0,0,1,0,0,0
"ENSG00000301550",1,0,1,0,0,0,3,0
"ENSG00000237440",143,162,116,168,230,109,176,241
"ENSG00000288815",1,2,1,0,0,0,0,0
"ENSG00000248672",0,1,2,2,0,0,0,0
"ENSG00000206013",1,1,0,1,0,0,0,0
"ENSG00000280171",0,0,0,0,0,1,0,0
"ENSG00000160229",37,70,57,71,78,46,87,76
"ENSG00000255710",3,2,2,1,2,4,2,3
"ENSG00000273090",2,0,0,0,0,0,4,0
"ENSG00000213452",6,0,3,1,2,1,5,2
"ENSG00000105750",168,211,156,267,217,171,248,309
"ENSG00000268598",1,0,0,0,0,0,0,0
"ENSG00000012124",63,76,104,89,129,102,163,186
"ENSG00000189369",574,572,602,574,691,521,585,651
"ENSG00000268357",3,0,0,0,0,0,0,4
"ENSG00000196705",311,426,351,464,412,357,554,592
"ENSG00000268995",0,0,0,6,5,0,5,0
"ENSG00000248762",3,0,0,0,1,2,0,1
"ENSG00000255002",1,0,0,0,1,1,0,0
"ENSG00000268892",0,0,0,0,1,0,0,0
"ENSG00000242291",0,0,1,0,0,0,0,0
"ENSG00000272886",980,1427,1023,1191,1438,1205,1452,1552
"ENSG00000268119",36,34,36,43,52,71,100,82
"ENSG00000309707",0,0,0,0,0,1,0,0
"ENSG00000257329",0,0,0,0,0,0,1,0
"ENSG00000196967",126,133,122,187,195,143,246,269
"ENSG00000268081",4,1,3,0,3,3,2,1
"ENSG00000302775",0,0,1,0,0,0,0,0
"ENSG00000231006",129,138,342,149,177,115,165,213
"ENSG00000293089",4,16,9,6,16,15,18,10
"ENSG00000116885",74,78,50,56,82,79,51,68
"ENSG00000269845",0,0,0,0,6,0,0,0
"ENSG00000114026",641,689,842,653,720,568,739,786
"ENSG00000198168",345,350,428,485,405,349,475,553
"ENSG00000104903",30,35,60,29,40,40,46,74
"ENSG00000160321",5,12,8,11,7,9,43,37
"ENSG00000225420",3,2,10,0,4,1,0,3
"ENSG00000148843",4100,5504,9529,6284,6569,5344,7695,8307
"ENSG00000271095",0,0,0,0,0,1,0,0
"ENSG00000149970",88,101,88,108,117,141,93,120
"ENSG00000197620",280,246,420,344,314,202,397,415
"ENSG00000269504",0,0,0,0,0,1,0,0
"ENSG00000197134",65,96,76,149,172,115,178,196
"ENSG00000269742",0,0,0,0,0,0,0,1
"ENSG00000303189",0,0,1,0,4,0,1,3
"ENSG00000120322",199,323,176,176,364,294,189,229
"ENSG00000257660",9,9,2,6,7,7,6,8
"ENSG00000196350",0,0,0,0,0,1,0,0
"ENSG00000184454",7,18,3,6,29,14,0,2
"ENSG00000257167",100,114,112,115,118,97,108,107
"ENSG00000054219",0,0,0,0,4,0,4,5
"ENSG00000280003",0,0,4,5,0,2,0,2
"ENSG00000198131",576,684,959,797,818,620,1124,1200
"ENSG00000248564",0,0,1,0,0,0,0,0
"ENSG00000303893",3,0,3,0,2,0,2,2
"ENSG00000241282",26,14,68,25,28,19,33,36
"ENSG00000287200",10,11,9,3,7,1,4,9
"ENSG00000213973",0,0,0,1,1,0,1,1
"ENSG00000244630",2,0,0,0,0,0,0,0
"ENSG00000268696",3,1,0,0,0,5,4,1
"ENSG00000004975",1402,1889,1688,1779,2173,1952,1931,2136
"ENSG00000228144",4,0,31,0,4,0,4,20
"ENSG00000108582",2511,3845,2332,3071,4452,4066,3910,4247
"ENSG00000267886",14,36,29,34,59,37,29,35
"ENSG00000130881",581,509,863,449,679,621,507,619
"ENSG00000116141",213,289,221,300,307,300,290,318
"ENSG00000183850",28,34,9,17,36,29,37,31
"ENSG00000268105",0,1,2,0,2,2,1,0
"ENSG00000233085",0,0,0,1,1,0,0,0
"ENSG00000227885",21,16,3,3,13,14,8,3
"ENSG00000226756",1,5,1,0,2,3,1,1
"ENSG00000261771",0,0,18,25,0,0,0,0
"ENSG00000214513",1,0,1,1,0,0,0,0
"ENSG00000269837",4,4,7,0,0,0,4,4
"ENSG00000284428",61,88,62,59,95,60,72,83
"ENSG00000075234",321,424,414,495,557,440,575,596
"ENSG00000295582",0,0,0,0,0,0,0,1
"ENSG00000167232",311,530,278,492,473,453,511,575
"ENSG00000258410",1,0,0,0,0,0,0,0
"ENSG00000197372",198,277,210,254,285,208,348,383
"ENSG00000307842",0,1,5,13,1,8,36,28
"ENSG00000230360",3,4,13,7,8,7,6,12
"ENSG00000299018",0,0,0,0,0,0,0,1
"ENSG00000240231",115,94,119,88,97,69,92,144
"ENSG00000309037",1,1,1,0,1,0,2,1
"ENSG00000304773",0,0,0,0,0,1,0,0
"ENSG00000233836",0,0,1,4,0,0,0,0
"ENSG00000293558",0,0,0,0,1,0,0,0
"ENSG00000168152",32,53,28,58,48,40,47,38
"ENSG00000269662",1,0,1,0,2,0,1,4
"ENSG00000267259",3,3,5,4,3,6,2,2
"ENSG00000267924",0,0,0,0,0,0,1,0
"ENSG00000278356",2,1,1,0,6,2,0,3
"ENSG00000213096",275,313,189,311,354,290,310,342
"ENSG00000297410",0,0,0,0,2,0,0,0
"ENSG00000268442",0,0,0,1,0,0,0,0
"ENSG00000293299",1,1,0,0,0,0,0,0
"ENSG00000307111",0,5,8,6,0,3,1,0
"ENSG00000279882",0,0,0,0,1,0,0,0
"ENSG00000261824",422,435,294,295,432,365,377,394
"ENSG00000267323",0,7,8,18,8,8,22,26
"ENSG00000184271",112,97,74,77,142,143,82,98
"ENSG00000196136",5234,6129,570,636,7431,7758,384,421
"ENSG00000267509",0,1,0,0,0,0,0,0
"ENSG00000198815",1892,2598,1686,2194,2945,2454,2684,2777
"ENSG00000260725",0,0,0,0,0,0,0,2
"ENSG00000214765",0,0,14,0,0,17,0,0
"ENSG00000269968",1068,1004,2391,964,1147,974,966,1248
"ENSG00000188032",4,0,1,0,2,3,0,0
"ENSG00000130529",539,732,457,332,783,751,382,433
"ENSG00000291264",141,166,236,193,166,159,201,243
"ENSG00000301584",5,7,7,1,9,4,18,12
"ENSG00000139970",1,0,0,0,0,0,1,0
"ENSG00000267498",4,3,3,5,4,2,3,1
"ENSG00000285984",0,0,0,0,0,1,0,0
"ENSG00000286990",0,1,4,0,2,0,1,4
"ENSG00000235052",2,3,1,1,4,2,4,6
"ENSG00000173917",560,499,461,515,542,449,518,603
"ENSG00000278607",1,2,9,3,6,1,3,10
"ENSG00000304554",0,1,2,0,0,0,0,0
"ENSG00000309052",0,0,0,0,0,1,0,0
"ENSG00000308527",0,0,0,0,1,0,2,0
"ENSG00000157823",757,1001,804,868,1033,813,1080,1148
"ENSG00000105171",912,874,1438,1124,1144,964,1359,1550
"ENSG00000274124",0,0,1,0,1,3,0,2
"ENSG00000300186",2,3,7,3,8,8,7,5
"ENSG00000065675",105,122,128,113,156,131,162,167
"ENSG00000166289",363,293,466,238,395,376,295,365
"ENSG00000204653",1,0,2,0,1,2,0,0
"ENSG00000300725",0,0,0,0,2,0,0,0
"ENSG00000300689",0,1,0,0,1,0,0,0
"ENSG00000105173",384,398,531,395,440,333,472,483
"ENSG00000184502",0,0,0,0,0,0,1,0
"ENSG00000287747",0,0,0,0,0,0,1,2
"ENSG00000188026",329,378,482,269,445,368,290,391
"ENSG00000097021",4592,4467,6902,4758,6000,5016,5239,5967
"ENSG00000105176",2127,2171,2451,2117,2690,2148,2547,2665
"ENSG00000144306",305,354,307,460,443,389,501,505
"ENSG00000267692",0,0,0,0,0,0,0,1
"ENSG00000266910",4,4,7,5,3,5,5,3
"ENSG00000304848",0,1,1,0,0,0,0,0
"ENSG00000287859",0,6,5,5,6,2,6,9
"ENSG00000288072",0,0,0,0,1,0,0,0
"ENSG00000267223",0,0,1,0,2,0,0,1
"ENSG00000280061",13,34,16,8,23,20,3,3
"ENSG00000267760",0,1,0,0,0,1,1,1
"ENSG00000262503",0,0,0,0,1,0,2,0
"ENSG00000302922",0,2,0,0,0,0,0,0
"ENSG00000261202",2,1,1,0,6,2,1,1
"ENSG00000157837",1352,1417,1081,1240,1758,1429,1547,1567
"ENSG00000113303",1,1,14,14,7,6,29,25
"ENSG00000223404",8,1,3,7,3,5,0,6
"ENSG00000260394",3,3,15,7,5,3,10,16
"ENSG00000224940",4,5,6,7,11,7,2,5
"ENSG00000168813",751,1213,814,1138,1237,1051,1364,1398
"ENSG00000267213",47,26,90,57,41,41,52,62
"ENSG00000178904",951,1511,651,1104,1330,1322,1048,1171
"ENSG00000263017",0,4,1,0,0,1,0,1
"ENSG00000105186",1035,1424,1260,1253,1423,1277,1295,1593
"ENSG00000242325",0,0,2,0,0,0,1,0
"ENSG00000180769",22,21,10,12,34,15,22,25
"ENSG00000171055",1091,1112,1233,1157,1578,1399,1797,1892
"ENSG00000204128",42,68,37,31,84,60,39,30
"ENSG00000213965",595,637,511,595,799,687,754,873
"ENSG00000290058",10,11,13,10,14,15,17,20
"ENSG00000173809",0,0,1,0,2,1,0,0
"ENSG00000173678",5,16,18,11,2,0,16,6
"ENSG00000021488",0,1,1,1,0,0,0,1
"ENSG00000121289",541,612,793,618,701,544,759,834
"ENSG00000141349",4240,4653,3272,3360,5381,4713,3537,3871
"ENSG00000131944",209,240,344,252,265,222,296,333
"ENSG00000278817",4,35,0,12,9,21,15,8
"ENSG00000166359",0,0,1,0,0,0,1,0
"ENSG00000267727",0,0,0,0,2,0,1,1
"ENSG00000267296",11,10,9,13,27,9,4,3
"ENSG00000124299",1495,1587,1864,1480,1878,1598,1595,1941
"ENSG00000301056",2,2,6,2,3,3,2,1
"ENSG00000188493",529,760,545,577,894,678,711,748
"ENSG00000287915",0,0,0,0,3,1,4,10
"ENSG00000304238",1,0,0,0,0,0,1,0
"ENSG00000262708",0,0,0,0,1,0,0,0
"ENSG00000301003",0,0,0,0,0,1,0,0
"ENSG00000277013",3,2,0,0,2,0,0,1
"ENSG00000143420",6179,6043,8777,5438,7315,5972,6439,7237
"ENSG00000307924",7,6,5,13,8,3,7,10
"ENSG00000287526",0,0,0,0,0,0,0,1
"ENSG00000215305",716,899,1159,797,1065,767,815,878
"ENSG00000298806",0,1,1,0,0,0,0,0
"ENSG00000186008",2,0,1,0,0,0,0,0
"ENSG00000257103",2701,3035,2850,3311,3654,3137,3877,4159
"ENSG00000166398",446,681,544,684,846,706,782,867
"ENSG00000105220",16151,18378,23632,18766,22084,17959,19880,23245
"ENSG00000126249",319,289,430,321,348,300,394,526
"ENSG00000126261",6272,6828,6813,7183,8514,6927,8584,9213
"ENSG00000142279",116,98,224,169,152,124,204,262
"ENSG00000268751",16,12,12,3,15,9,5,14
"ENSG00000205209",25,40,26,10,24,14,17,6
"ENSG00000149124",0,1,0,0,0,0,0,0
"ENSG00000123130",1374,1413,1755,1474,1688,1297,1754,1989
"ENSG00000259692",30,44,23,18,44,45,24,15
"ENSG00000274104",9,7,12,19,14,15,9,8
"ENSG00000254409",2,2,8,6,6,2,2,3
"ENSG00000234161",1,5,0,2,5,3,1,0
"ENSG00000289075",2,2,0,3,2,1,5,3
"ENSG00000108256",2953,4805,3045,4542,5443,4332,5603,5738
"ENSG00000280106",4,5,2,3,3,2,3,2
"ENSG00000180884",95,121,62,68,120,99,92,101
"ENSG00000179066",81,56,60,46,117,101,49,57
"ENSG00000136807",1388,1502,1330,1134,1686,1476,1343,1484
"ENSG00000268947",20,20,6,24,16,11,20,17
"ENSG00000307673",30,39,44,37,39,33,38,30
"ENSG00000309819",0,0,0,0,0,1,0,0
"ENSG00000105698",2551,2785,4097,2712,3131,2796,2933,3425
"ENSG00000105695",0,4,1,0,3,1,4,1
"ENSG00000289845",4,2,0,2,6,2,3,1
"ENSG00000288398",130,127,230,152,138,123,153,147
"ENSG00000126266",4,3,3,3,2,3,2,4
"ENSG00000254470",1492,1664,2131,1592,1871,1508,1537,1868
"ENSG00000268222",148,148,283,174,195,195,166,187
"ENSG00000276633",0,1,1,0,2,0,0,4
"ENSG00000205786",0,0,0,0,0,0,0,1
"ENSG00000305656",36,39,54,40,38,41,31,32
"ENSG00000161249",63,71,61,46,96,68,100,86
"ENSG00000183801",3,3,0,0,2,2,2,1
"ENSG00000105679",2,0,2,2,0,0,0,2
"ENSG00000236144",424,713,623,718,802,550,855,1001
"ENSG00000162927",80,74,61,118,90,93,138,123
"ENSG00000242163",18,9,41,17,15,13,14,28
"ENSG00000303282",6,27,18,19,17,20,16,18
"ENSG00000231841",13,17,50,19,34,10,19,18
"ENSG00000249115",898,1010,1733,1086,1212,921,1206,1417
"ENSG00000105672",26,12,37,16,31,27,32,18
"ENSG00000126267",4635,3842,5276,3444,4704,3824,3945,4309
"ENSG00000011590",11,12,16,5,19,16,6,9
"ENSG00000156411",1619,1391,1856,1327,1714,1326,1645,1813
"ENSG00000307818",2,2,0,1,0,5,1,5
"ENSG00000225282",7,1,3,4,3,4,1,1
"ENSG00000188223",0,13,177,8,0,33,0,0
"ENSG00000267439",7,11,10,7,9,6,10,6
"ENSG00000187446",2346,2602,1958,2104,3229,2655,2549,2859
"ENSG00000147533",650,702,507,780,818,707,881,946
"ENSG00000245322",1,7,3,9,0,1,1,13
"ENSG00000161270",0,0,0,1,0,0,0,0
"ENSG00000270933",11,26,4,7,8,6,8,5
"ENSG00000126264",1,7,5,5,6,2,4,4
"ENSG00000280194",7,2,3,1,2,5,9,6
"ENSG00000126243",326,331,595,378,446,338,393,428
"ENSG00000236814",56,65,142,78,81,65,85,119
"ENSG00000156873",855,996,1139,886,1121,890,1049,1141
"ENSG00000267113",0,0,1,1,0,0,0,0
"ENSG00000307815",1,4,4,0,0,2,0,1
"ENSG00000181392",4,10,8,3,10,7,2,10
"ENSG00000249286",4,1,4,1,4,4,0,1
"ENSG00000248101",20,12,41,19,24,0,8,15
"ENSG00000267698",18,23,51,37,43,26,28,46
"ENSG00000105270",393,651,226,208,652,584,244,318
"ENSG00000289284",0,0,0,0,0,1,0,0
"ENSG00000075702",783,971,1806,1318,1116,837,1389,1595
"ENSG00000105261",2,0,0,0,1,1,3,3
"ENSG00000279504",4,5,5,4,2,1,5,9
"ENSG00000254042",1,1,2,2,1,0,2,5
"ENSG00000166391",0,0,0,0,0,1,0,0
"ENSG00000126247",7172,7170,7900,6311,8551,7250,7200,8161
"ENSG00000301902",1,3,0,1,0,0,1,0
"ENSG00000294115",0,1,2,1,1,2,0,2
"ENSG00000167635",2539,2967,2987,3492,3422,2727,4012,4323
"ENSG00000267053",0,0,0,2,0,3,0,5
"ENSG00000232677",223,275,294,439,424,298,609,714
"ENSG00000228887",39,13,91,34,42,25,32,50
"ENSG00000306474",37,38,32,29,55,46,64,43
"ENSG00000303375",13,23,50,16,18,19,31,30
"ENSG00000138375",324,420,506,510,585,476,656,680
"ENSG00000254004",368,501,317,602,528,337,591,648
"ENSG00000254842",1,2,1,4,1,5,9,9
"ENSG00000233527",44,48,61,63,53,46,62,82
"ENSG00000123933",795,941,998,603,1159,1018,755,797
"ENSG00000197808",55,69,67,84,56,47,129,122
"ENSG00000267041",35,63,105,121,67,78,138,193
"ENSG00000189298",68,81,79,66,88,86,83,89
"ENSG00000267254",34,35,47,40,46,32,68,80
"ENSG00000136146",1079,1049,941,1045,1380,1066,1083,1202
"ENSG00000197863",38,41,44,58,55,33,86,78
"ENSG00000266968",1,1,0,0,1,0,0,1
"ENSG00000307498",0,0,1,0,2,0,1,0
"ENSG00000173083",52,116,59,97,98,90,152,103
"ENSG00000291239",0,4,8,0,0,0,0,0
"ENSG00000185869",63,85,156,198,129,80,210,228
"ENSG00000198453",109,124,130,151,151,105,201,209
"ENSG00000197050",105,93,107,133,133,129,204,172
"ENSG00000249068",2,0,0,0,0,0,0,0
"ENSG00000166200",3507,3953,3275,3728,4904,3880,4562,4987
"ENSG00000304654",50,64,75,53,46,66,59,95
"ENSG00000267360",2,3,7,0,2,0,7,0
"ENSG00000196388",9,18,18,15,20,20,20,18
"ENSG00000188283",96,104,122,149,151,101,177,172
"ENSG00000267605",2,2,0,2,4,2,2,0
"ENSG00000204104",311,393,463,442,435,328,455,491
"ENSG00000181666",366,436,527,400,438,332,481,521
"ENSG00000273472",6,6,9,1,10,1,3,2
"ENSG00000189164",82,90,127,132,92,74,180,224
"ENSG00000304344",12,20,4,9,16,14,13,6
"ENSG00000196437",127,122,208,210,165,130,245,275
"ENSG00000301145",0,1,0,0,0,1,0,0
"ENSG00000188227",16,14,28,18,7,12,19,34
"ENSG00000307277",1,4,11,1,4,0,6,3
"ENSG00000267470",0,0,1,5,0,0,1,3
"ENSG00000147813",694,630,1345,580,751,633,676,847
"ENSG00000171817",1,2,4,5,5,6,8,8
"ENSG00000180479",20,13,21,35,26,29,32,40
"ENSG00000280020",6,14,18,13,15,9,15,24
"ENSG00000267319",7,3,9,9,3,7,4,11
"ENSG00000198182",82,126,88,145,118,113,170,171
"ENSG00000283103",250,278,300,236,219,222,295,312
"ENSG00000289748",4,0,0,0,0,0,0,7
"ENSG00000168509",0,0,0,0,1,0,0,0
"ENSG00000296520",0,0,0,1,2,0,2,3
"ENSG00000102096",468,548,399,472,675,537,610,621
"ENSG00000189144",32,40,31,54,41,58,53,67
"ENSG00000290722",0,0,1,0,0,0,0,0
"ENSG00000105738",605,959,1066,825,1018,869,917,993
"ENSG00000128805",63,76,126,55,74,69,65,69
"ENSG00000184560",4,1,2,1,1,0,0,0
"ENSG00000269653",0,0,0,1,3,0,0,0
"ENSG00000268499",0,0,0,0,0,0,4,0
"ENSG00000011332",234,225,404,239,267,218,248,324
"ENSG00000099337",19,10,19,18,27,24,57,38
"ENSG00000099338",5,7,5,3,12,5,15,3
"ENSG00000153558",84,71,50,82,88,68,81,109
"ENSG00000188766",309,469,295,300,458,435,346,374
"ENSG00000270333",0,0,0,0,0,0,0,1
"ENSG00000130244",190,191,324,157,188,184,195,230
"ENSG00000271869",16,10,7,5,5,1,7,12
"ENSG00000267291",0,0,0,0,0,0,1,0
"ENSG00000130402",25691,32142,33084,25631,37984,32248,31012,34413
"ENSG00000186141",1707,1940,2202,2063,2394,1876,2685,2742
"ENSG00000298338",25,46,33,34,21,29,33,37
"ENSG00000178934",3,2,0,1,0,3,0,0
"ENSG00000104823",4175,3937,4020,2684,4667,4081,3141,3507
"ENSG00000268756",9,29,25,16,13,23,25,23
"ENSG00000273155",4,0,4,10,2,0,2,0
"ENSG00000104824",9084,10229,11509,11107,12354,9896,12772,14002
"ENSG00000148341",743,647,925,574,894,665,790,858
"ENSG00000269688",2,3,5,5,4,3,1,6
"ENSG00000068903",610,714,862,750,884,728,891,1005
"ENSG00000305081",0,0,1,0,0,1,0,0
"ENSG00000104825",643,536,1619,662,703,538,788,943
"ENSG00000139053",0,0,0,0,0,1,0,0
"ENSG00000104835",842,1053,1558,1185,1159,937,1216,1339
"ENSG00000276831",0,2,2,0,2,1,0,1
"ENSG00000185104",1636,1779,2410,1981,2299,1850,2333,2603
"ENSG00000128626",1736,1323,3261,1559,1741,1422,1878,2179
"ENSG00000261553",2,12,9,7,6,1,13,10
"ENSG00000269190",600,814,849,670,889,739,824,1009
"ENSG00000287271",68,59,43,50,85,84,44,53
"ENSG00000161243",410,506,447,453,677,563,546,565
"ENSG00000107566",1717,1856,2071,2323,2488,2112,2801,3048
"ENSG00000293636",4,6,1,5,5,2,1,2
"ENSG00000259000",1,3,3,2,3,4,0,3
"ENSG00000182393",8,9,1,3,12,34,3,3
"ENSG00000130755",4,1,1,3,1,3,1,0
"ENSG00000286410",0,0,0,0,1,0,0,0
"ENSG00000269246",4,2,4,1,2,0,1,7
"ENSG00000307025",3,11,3,1,4,7,3,4
"ENSG00000163644",92,121,60,52,128,113,60,59
"ENSG00000307861",0,0,0,0,1,0,0,0
"ENSG00000233876",0,0,0,0,0,1,0,1
"ENSG00000105193",22633,19334,23932,17080,23398,19056,20260,22610
"ENSG00000265413",2,3,0,3,0,0,0,2
"ENSG00000227019",0,1,0,0,4,1,0,1
"ENSG00000196235",5407,5784,10270,5881,7384,5625,7241,7765
"ENSG00000105197",3530,3315,5354,3375,3995,3357,3828,4389
"ENSG00000186838",0,0,0,0,0,1,0,0
"ENSG00000176401",56,79,67,55,89,47,62,79
"ENSG00000285454",0,1,1,0,0,0,0,0
"ENSG00000269792",0,2,2,2,1,3,0,1
"ENSG00000272733",1,2,6,0,4,1,0,1
"ENSG00000176396",371,403,319,277,463,383,333,368
"ENSG00000100104",793,952,879,784,1021,967,909,1074
"ENSG00000285898",1,0,1,0,0,0,0,0
"ENSG00000306206",111,96,166,151,116,99,122,179
"ENSG00000258784",0,0,0,1,4,0,1,0
"ENSG00000105204",419,403,365,328,466,394,324,375
"ENSG00000253895",4,0,1,6,0,3,1,1
"ENSG00000285908",3,0,1,1,0,1,3,3
"ENSG00000275395",2,1,2,1,4,1,4,5
"ENSG00000187534",65,72,198,60,106,76,108,111
"ENSG00000275221",7,13,1,3,4,2,5,7
